filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
044____3_10-000.jpg,1643633,"{}",100,14,"{""name"":""rect"",""x"":2203,""y"":250,""width"":222,""height"":62}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,15,"{""name"":""rect"",""x"":403,""y"":1220,""width"":424,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,16,"{""name"":""rect"",""x"":1236,""y"":1220,""width"":529,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,17,"{""name"":""rect"",""x"":2108,""y"":1212,""width"":493,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,18,"{""name"":""rect"",""x"":374,""y"":2175,""width"":538,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,19,"{""name"":""rect"",""x"":1308,""y"":2172,""width"":403,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,20,"{""name"":""rect"",""x"":2127,""y"":2172,""width"":438,""height"":52}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,21,"{""name"":""rect"",""x"":431,""y"":3130,""width"":448,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,22,"{""name"":""rect"",""x"":1334,""y"":3132,""width"":291,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,23,"{""name"":""rect"",""x"":2203,""y"":3125,""width"":281,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,24,"{""name"":""rect"",""x"":189,""y"":314,""width"":757,""height"":909}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,25,"{""name"":""rect"",""x"":1132,""y"":326,""width"":616,""height"":890}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,26,"{""name"":""rect"",""x"":1949,""y"":293,""width"":709,""height"":917}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,27,"{""name"":""rect"",""x"":200,""y"":1270,""width"":758,""height"":903}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,28,"{""name"":""rect"",""x"":1070,""y"":1258,""width"":753,""height"":915}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,29,"{""name"":""rect"",""x"":1920,""y"":1260,""width"":750,""height"":905}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,30,"{""name"":""rect"",""x"":207,""y"":2218,""width"":753,""height"":910}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,31,"{""name"":""rect"",""x"":1127,""y"":2218,""width"":693,""height"":908}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,32,"{""name"":""rect"",""x"":1932,""y"":2220,""width"":777,""height"":903}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,33,"{""name"":""rect"",""x"":183,""y"":3168,""width"":843,""height"":931}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,34,"{""name"":""rect"",""x"":1108,""y"":3168,""width"":743,""height"":931}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,35,"{""name"":""rect"",""x"":1991,""y"":3180,""width"":641,""height"":927}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,36,"{""name"":""rect"",""x"":453,""y"":250,""width"":238,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,37,"{""name"":""rect"",""x"":1293,""y"":250,""width"":345,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,38,"{""name"":""rect"",""x"":2203,""y"":250,""width"":222,""height"":62}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,39,"{""name"":""rect"",""x"":403,""y"":1220,""width"":424,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,40,"{""name"":""rect"",""x"":1236,""y"":1220,""width"":529,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,41,"{""name"":""rect"",""x"":2108,""y"":1212,""width"":493,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,42,"{""name"":""rect"",""x"":374,""y"":2175,""width"":538,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,43,"{""name"":""rect"",""x"":1308,""y"":2172,""width"":403,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,44,"{""name"":""rect"",""x"":2127,""y"":2172,""width"":438,""height"":52}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,45,"{""name"":""rect"",""x"":431,""y"":3130,""width"":448,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,46,"{""name"":""rect"",""x"":1334,""y"":3132,""width"":291,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,47,"{""name"":""rect"",""x"":2203,""y"":3125,""width"":281,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,48,"{""name"":""rect"",""x"":946,""y"":13,""width"":1162,""height"":102}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,49,"{""name"":""rect"",""x"":189,""y"":314,""width"":757,""height"":909}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,50,"{""name"":""rect"",""x"":1132,""y"":326,""width"":616,""height"":890}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,51,"{""name"":""rect"",""x"":1949,""y"":293,""width"":709,""height"":917}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,52,"{""name"":""rect"",""x"":200,""y"":1270,""width"":758,""height"":903}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,53,"{""name"":""rect"",""x"":1070,""y"":1258,""width"":753,""height"":915}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,54,"{""name"":""rect"",""x"":1920,""y"":1260,""width"":750,""height"":905}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,55,"{""name"":""rect"",""x"":207,""y"":2218,""width"":753,""height"":910}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,56,"{""name"":""rect"",""x"":1127,""y"":2218,""width"":693,""height"":908}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,57,"{""name"":""rect"",""x"":1932,""y"":2220,""width"":777,""height"":903}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,58,"{""name"":""rect"",""x"":183,""y"":3168,""width"":843,""height"":931}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,59,"{""name"":""rect"",""x"":1108,""y"":3168,""width"":743,""height"":931}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,60,"{""name"":""rect"",""x"":1991,""y"":3180,""width"":641,""height"":927}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,61,"{""name"":""rect"",""x"":453,""y"":250,""width"":238,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,62,"{""name"":""rect"",""x"":1293,""y"":250,""width"":345,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,63,"{""name"":""rect"",""x"":2203,""y"":250,""width"":222,""height"":62}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,64,"{""name"":""rect"",""x"":403,""y"":1220,""width"":424,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,65,"{""name"":""rect"",""x"":1236,""y"":1220,""width"":529,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,66,"{""name"":""rect"",""x"":2108,""y"":1212,""width"":493,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,67,"{""name"":""rect"",""x"":374,""y"":2175,""width"":538,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,68,"{""name"":""rect"",""x"":1308,""y"":2172,""width"":403,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,69,"{""name"":""rect"",""x"":2127,""y"":2172,""width"":438,""height"":52}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,70,"{""name"":""rect"",""x"":431,""y"":3130,""width"":448,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,71,"{""name"":""rect"",""x"":1334,""y"":3132,""width"":291,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,72,"{""name"":""rect"",""x"":2203,""y"":3125,""width"":281,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,73,"{""name"":""rect"",""x"":189,""y"":314,""width"":757,""height"":909}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,74,"{""name"":""rect"",""x"":1132,""y"":326,""width"":616,""height"":890}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,75,"{""name"":""rect"",""x"":1949,""y"":293,""width"":709,""height"":917}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,76,"{""name"":""rect"",""x"":200,""y"":1270,""width"":758,""height"":903}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,77,"{""name"":""rect"",""x"":1070,""y"":1258,""width"":753,""height"":915}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,78,"{""name"":""rect"",""x"":1920,""y"":1260,""width"":750,""height"":905}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,79,"{""name"":""rect"",""x"":207,""y"":2218,""width"":753,""height"":910}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,80,"{""name"":""rect"",""x"":1127,""y"":2218,""width"":693,""height"":908}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,81,"{""name"":""rect"",""x"":1932,""y"":2220,""width"":777,""height"":903}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,82,"{""name"":""rect"",""x"":183,""y"":3168,""width"":843,""height"":931}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,83,"{""name"":""rect"",""x"":1108,""y"":3168,""width"":743,""height"":931}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,84,"{""name"":""rect"",""x"":1991,""y"":3180,""width"":641,""height"":927}","{""region"":""wappen""}"
044____3_10-000.jpg,1643633,"{}",100,85,"{""name"":""rect"",""x"":453,""y"":250,""width"":238,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,86,"{""name"":""rect"",""x"":1293,""y"":250,""width"":345,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,87,"{""name"":""rect"",""x"":2203,""y"":250,""width"":222,""height"":62}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,88,"{""name"":""rect"",""x"":403,""y"":1220,""width"":424,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,89,"{""name"":""rect"",""x"":1236,""y"":1220,""width"":529,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,90,"{""name"":""rect"",""x"":2108,""y"":1212,""width"":493,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,91,"{""name"":""rect"",""x"":374,""y"":2175,""width"":538,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,92,"{""name"":""rect"",""x"":1308,""y"":2172,""width"":403,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,93,"{""name"":""rect"",""x"":2127,""y"":2172,""width"":438,""height"":52}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,94,"{""name"":""rect"",""x"":431,""y"":3130,""width"":448,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,95,"{""name"":""rect"",""x"":1334,""y"":3132,""width"":291,""height"":60}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,96,"{""name"":""rect"",""x"":2203,""y"":3125,""width"":281,""height"":57}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,97,"{""name"":""rect"",""x"":946,""y"":13,""width"":1162,""height"":102}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,98,"{""name"":""rect"",""x"":272,""y"":148,""width"":298,""height"":69}","{""region"":""text""}"
044____3_10-000.jpg,1643633,"{}",100,99,"{""name"":""rect"",""x"":2411,""y"":148,""width"":183,""height"":74}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,0,"{""name"":""rect"",""x"":335,""y"":217,""width"":766,""height"":909}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,1,"{""name"":""rect"",""x"":1184,""y"":228,""width"":761,""height"":893}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,2,"{""name"":""rect"",""x"":2076,""y"":231,""width"":681,""height"":884}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,3,"{""name"":""rect"",""x"":309,""y"":1144,""width"":828,""height"":879}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,4,"{""name"":""rect"",""x"":1197,""y"":1151,""width"":759,""height"":877}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,5,"{""name"":""rect"",""x"":2014,""y"":1101,""width"":810,""height"":946}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,6,"{""name"":""rect"",""x"":348,""y"":2067,""width"":766,""height"":900}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,7,"{""name"":""rect"",""x"":1156,""y"":2058,""width"":789,""height"":900}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,8,"{""name"":""rect"",""x"":1963,""y"":2070,""width"":849,""height"":891}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,9,"{""name"":""rect"",""x"":302,""y"":2944,""width"":789,""height"":944}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,10,"{""name"":""rect"",""x"":1234,""y"":2928,""width"":651,""height"":957}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,11,"{""name"":""rect"",""x"":2003,""y"":2958,""width"":817,""height"":937}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,12,"{""name"":""rect"",""x"":618,""y"":178,""width"":235,""height"":51}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,13,"{""name"":""rect"",""x"":1421,""y"":182,""width"":450,""height"":46}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,14,"{""name"":""rect"",""x"":2307,""y"":185,""width"":226,""height"":53}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,15,"{""name"":""rect"",""x"":623,""y"":1112,""width"":166,""height"":46}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,16,"{""name"":""rect"",""x"":1490,""y"":1117,""width"":157,""height"":48}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,17,"{""name"":""rect"",""x"":2303,""y"":1094,""width"":420,""height"":53}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,18,"{""name"":""rect"",""x"":538,""y"":2021,""width"":406,""height"":51}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,19,"{""name"":""rect"",""x"":1442,""y"":2035,""width"":480,""height"":48}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,20,"{""name"":""rect"",""x"":2328,""y"":2040,""width"":162,""height"":48}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,21,"{""name"":""rect"",""x"":521,""y"":2956,""width"":623,""height"":58}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,22,"{""name"":""rect"",""x"":1454,""y"":2962,""width"":360,""height"":51}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,23,"{""name"":""rect"",""x"":2307,""y"":2949,""width"":205,""height"":44}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,24,"{""name"":""rect"",""x"":1200,""y"":12,""width"":778,""height"":148}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,25,"{""name"":""rect"",""x"":335,""y"":217,""width"":766,""height"":909}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,26,"{""name"":""rect"",""x"":1184,""y"":228,""width"":761,""height"":893}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,27,"{""name"":""rect"",""x"":2076,""y"":231,""width"":681,""height"":884}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,28,"{""name"":""rect"",""x"":309,""y"":1144,""width"":828,""height"":879}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,29,"{""name"":""rect"",""x"":1197,""y"":1151,""width"":759,""height"":877}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,30,"{""name"":""rect"",""x"":2014,""y"":1101,""width"":810,""height"":946}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,31,"{""name"":""rect"",""x"":348,""y"":2067,""width"":766,""height"":900}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,32,"{""name"":""rect"",""x"":1156,""y"":2058,""width"":789,""height"":900}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,33,"{""name"":""rect"",""x"":1963,""y"":2070,""width"":849,""height"":891}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,34,"{""name"":""rect"",""x"":302,""y"":2944,""width"":789,""height"":944}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,35,"{""name"":""rect"",""x"":1234,""y"":2928,""width"":651,""height"":957}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,36,"{""name"":""rect"",""x"":2003,""y"":2958,""width"":817,""height"":937}","{""region"":""wappen""}"
21-bay-087.jpg,1639058,"{}",52,37,"{""name"":""rect"",""x"":618,""y"":178,""width"":235,""height"":51}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,38,"{""name"":""rect"",""x"":1421,""y"":182,""width"":450,""height"":46}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,39,"{""name"":""rect"",""x"":2307,""y"":185,""width"":226,""height"":53}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,40,"{""name"":""rect"",""x"":623,""y"":1112,""width"":166,""height"":46}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,41,"{""name"":""rect"",""x"":1490,""y"":1117,""width"":157,""height"":48}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,42,"{""name"":""rect"",""x"":2303,""y"":1094,""width"":420,""height"":53}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,43,"{""name"":""rect"",""x"":538,""y"":2021,""width"":406,""height"":51}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,44,"{""name"":""rect"",""x"":1442,""y"":2035,""width"":480,""height"":48}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,45,"{""name"":""rect"",""x"":2328,""y"":2040,""width"":162,""height"":48}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,46,"{""name"":""rect"",""x"":521,""y"":2956,""width"":623,""height"":58}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,47,"{""name"":""rect"",""x"":1454,""y"":2962,""width"":360,""height"":51}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,48,"{""name"":""rect"",""x"":2307,""y"":2949,""width"":205,""height"":44}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,49,"{""name"":""rect"",""x"":1200,""y"":12,""width"":778,""height"":148}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,50,"{""name"":""rect"",""x"":367,""y"":58,""width"":143,""height"":81}","{""region"":""text""}"
21-bay-087.jpg,1639058,"{}",52,51,"{""name"":""rect"",""x"":2545,""y"":85,""width"":185,""height"":83}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,0,"{""name"":""rect"",""x"":103,""y"":192,""width"":740,""height"":892}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,1,"{""name"":""rect"",""x"":986,""y"":183,""width"":652,""height"":930}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,2,"{""name"":""rect"",""x"":1800,""y"":168,""width"":825,""height"":855}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,3,"{""name"":""rect"",""x"":105,""y"":1135,""width"":757,""height"":864}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,4,"{""name"":""rect"",""x"":927,""y"":1093,""width"":808,""height"":925}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,5,"{""name"":""rect"",""x"":1781,""y"":1043,""width"":851,""height"":901}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,6,"{""name"":""rect"",""x"":94,""y"":2034,""width"":855,""height"":904}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,7,"{""name"":""rect"",""x"":917,""y"":2043,""width"":916,""height"":890}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,8,"{""name"":""rect"",""x"":1833,""y"":2006,""width"":805,""height"":886}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,9,"{""name"":""rect"",""x"":170,""y"":2968,""width"":677,""height"":845}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,10,"{""name"":""rect"",""x"":982,""y"":2942,""width"":805,""height"":847}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,11,"{""name"":""rect"",""x"":1873,""y"":2920,""width"":736,""height"":847}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,12,"{""name"":""rect"",""x"":323,""y"":137,""width"":264,""height"":59}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,13,"{""name"":""rect"",""x"":1141,""y"":116,""width"":329,""height"":66}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,14,"{""name"":""rect"",""x"":2075,""y"":122,""width"":212,""height"":42}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,15,"{""name"":""rect"",""x"":423,""y"":1091,""width"":150,""height"":42}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,16,"{""name"":""rect"",""x"":1303,""y"":1089,""width"":212,""height"":52}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,17,"{""name"":""rect"",""x"":2124,""y"":1045,""width"":229,""height"":44}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,18,"{""name"":""rect"",""x"":353,""y"":1997,""width"":454,""height"":37}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,19,"{""name"":""rect"",""x"":1202,""y"":2010,""width"":234,""height"":41}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,20,"{""name"":""rect"",""x"":2121,""y"":1968,""width"":194,""height"":37}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,21,"{""name"":""rect"",""x"":443,""y"":2931,""width"":126,""height"":41}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,22,"{""name"":""rect"",""x"":1117,""y"":2916,""width"":497,""height"":41}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,23,"{""name"":""rect"",""x"":2137,""y"":2885,""width"":266,""height"":41}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,24,"{""name"":""rect"",""x"":1147,""y"":18,""width"":375,""height"":65}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,25,"{""name"":""rect"",""x"":103,""y"":192,""width"":740,""height"":892}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,26,"{""name"":""rect"",""x"":986,""y"":183,""width"":652,""height"":930}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,27,"{""name"":""rect"",""x"":1800,""y"":168,""width"":825,""height"":855}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,28,"{""name"":""rect"",""x"":105,""y"":1135,""width"":757,""height"":864}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,29,"{""name"":""rect"",""x"":927,""y"":1093,""width"":808,""height"":925}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,30,"{""name"":""rect"",""x"":1781,""y"":1043,""width"":851,""height"":901}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,31,"{""name"":""rect"",""x"":94,""y"":2034,""width"":855,""height"":904}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,32,"{""name"":""rect"",""x"":917,""y"":2043,""width"":916,""height"":890}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,33,"{""name"":""rect"",""x"":1833,""y"":2006,""width"":805,""height"":886}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,34,"{""name"":""rect"",""x"":170,""y"":2968,""width"":677,""height"":845}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,35,"{""name"":""rect"",""x"":982,""y"":2942,""width"":805,""height"":847}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,36,"{""name"":""rect"",""x"":1873,""y"":2920,""width"":736,""height"":847}","{""region"":""wappen""}"
21-bay-088.jpg,1688879,"{}",52,37,"{""name"":""rect"",""x"":323,""y"":137,""width"":264,""height"":59}","{""region"":""text""}"
21-bay-088.jpg,1688879,"{}",52,38,"{""name"":""rect"",""x"":1141,""y"":116,""width"":329,""height"":66}","{""region"":""text""}"
